CaseID,Activity,startTime,endTime,security,IP,Operator,Department,cloud
518,read,8/9/2022 21:44,8/9/2022 22:04,4,BJ,zhao,b,B
518,write,8/9/2022 22:09,8/9/2022 22:12,4,BJ,li,c,A
518,copy,8/9/2022 22:18,8/9/2022 22:19,4,BJ,li,b,B
518,modify,8/9/2022 22:27,8/9/2022 22:30,4,SH,li,b,A
519,create,8/9/2022 19:33,8/9/2022 19:34,1,SH,liu,b,B
519,rename,8/9/2022 19:37,8/9/2022 19:37,1,BJ,zhang,b,B
519,modify,8/9/2022 19:47,8/9/2022 19:49,1,BJ,wang,c,A
519,copy,8/9/2022 19:55,8/9/2022 19:56,1,BJ,wang,c,B
519,move,8/9/2022 19:57,8/9/2022 20:01,1,BJ,liu,b,A
519,read,8/9/2022 20:11,8/9/2022 20:27,1,SH,wang,c,A
519,modify,8/9/2022 20:34,8/9/2022 20:36,1,BJ,wang,b,B
519,copy,8/9/2022 20:43,8/9/2022 20:43,1,BJ,li,b,B
519,delete,8/9/2022 20:44,8/9/2022 20:44,1,SH,liu,b,A
520,create,8/9/2022 20:21,8/9/2022 20:23,5,SH,wang,c,A
520,rename,8/9/2022 20:27,8/9/2022 20:27,5,SH,zhang,c,A
520,read,8/9/2022 20:36,8/9/2022 20:45,5,SH,li,a,B
520,copy,8/9/2022 20:52,8/9/2022 20:52,5,SH,zhao,c,B
520,read,8/9/2022 21:11,8/9/2022 21:33,5,BJ,wang,c,B
520,write,8/9/2022 21:43,8/9/2022 21:46,5,SH,zhao,a,B
520,read,8/9/2022 22:09,8/9/2022 22:29,5,BJ,liu,a,B
520,modify,8/9/2022 22:39,8/9/2022 22:42,5,SH,liu,b,B
520,rename,8/9/2022 22:48,8/9/2022 22:48,5,BJ,wang,b,A
520,read,8/9/2022 23:00,8/9/2022 23:22,5,BJ,li,a,A
520,write,8/9/2022 23:30,8/9/2022 23:33,5,BJ,liu,c,B
520,rename,8/9/2022 23:38,8/9/2022 23:38,5,SH,zhao,b,A
520,write,8/9/2022 23:41,8/9/2022 23:45,5,BJ,liu,b,B
520,copy,8/9/2022 23:50,8/9/2022 23:51,5,BJ,liu,a,A
520,delete,8/9/2022 23:58,8/9/2022 23:58,5,SH,zhang,b,A
521,create,8/9/2022 21:08,8/9/2022 21:10,4,SH,liu,b,A
521,write,8/9/2022 21:11,8/9/2022 21:15,4,SH,li,c,B
521,copy,8/9/2022 21:20,8/9/2022 21:21,4,BJ,wang,b,B
521,write,8/9/2022 21:25,8/9/2022 21:28,4,SH,liu,c,B
521,modify,8/9/2022 21:38,8/9/2022 21:41,4,SH,zhang,b,A
521,write,8/9/2022 21:47,8/9/2022 21:51,4,SH,liu,c,B
521,move,8/9/2022 21:53,8/9/2022 21:56,4,BJ,zhang,c,B
521,rename,8/9/2022 22:03,8/9/2022 22:03,4,SH,wang,a,A
521,modify,8/9/2022 22:10,8/9/2022 22:12,4,BJ,liu,b,B
521,write,8/9/2022 22:24,8/9/2022 22:27,4,SH,liu,a,A
521,modify,8/9/2022 22:28,8/9/2022 22:31,4,BJ,wang,b,A
521,read,8/9/2022 22:43,8/9/2022 23:01,4,BJ,li,b,A
521,modify,8/9/2022 23:07,8/9/2022 23:09,4,SH,zhang,c,B
521,move,8/9/2022 23:19,8/9/2022 23:22,4,SH,liu,a,A
521,rename,8/9/2022 23:27,8/9/2022 23:27,4,BJ,zhang,c,B
521,modify,8/9/2022 23:36,8/9/2022 23:39,4,BJ,zhao,a,B
521,move,8/9/2022 23:48,8/9/2022 23:50,4,BJ,wang,c,B
521,read,8/10/2022 0:09,8/10/2022 0:24,4,SH,liu,a,A
521,modify,8/10/2022 0:33,8/10/2022 0:36,4,BJ,li,a,A
521,copy,8/10/2022 0:38,8/10/2022 0:38,4,BJ,liu,c,B
521,rename,8/10/2022 0:46,8/10/2022 0:46,4,BJ,zhao,c,B
521,read,8/10/2022 1:04,8/10/2022 1:24,4,SH,zhao,a,B
521,move,8/10/2022 1:26,8/10/2022 1:28,4,BJ,zhang,c,A
521,read,8/10/2022 1:41,8/10/2022 2:04,4,BJ,liu,a,A
521,copy,8/10/2022 2:09,8/10/2022 2:10,4,SH,wang,c,A
521,rename,8/10/2022 2:12,8/10/2022 2:13,4,BJ,wang,a,B
521,write,8/10/2022 2:17,8/10/2022 2:21,4,BJ,wang,b,B
521,copy,8/10/2022 2:25,8/10/2022 2:25,4,BJ,li,a,A
521,modify,8/10/2022 2:27,8/10/2022 2:30,4,SH,zhang,b,B
521,move,8/10/2022 2:35,8/10/2022 2:37,4,BJ,zhang,b,B
521,read,8/10/2022 3:06,8/10/2022 3:29,4,BJ,zhang,b,A
521,copy,8/10/2022 3:36,8/10/2022 3:37,4,SH,wang,b,A
521,move,8/10/2022 3:43,8/10/2022 3:45,4,BJ,zhao,b,B
521,rename,8/10/2022 3:46,8/10/2022 3:46,4,BJ,zhang,b,B
521,modify,8/10/2022 3:55,8/10/2022 3:57,4,BJ,li,c,A
521,write,8/10/2022 4:04,8/10/2022 4:07,4,SH,liu,b,A
521,copy,8/10/2022 4:08,8/10/2022 4:08,4,BJ,zhao,b,A
521,move,8/10/2022 4:08,8/10/2022 4:10,4,BJ,li,a,B
521,modify,8/10/2022 4:18,8/10/2022 4:20,4,BJ,zhao,a,A
521,move,8/10/2022 4:26,8/10/2022 4:28,4,BJ,zhang,b,A
521,read,8/10/2022 4:46,8/10/2022 5:02,4,SH,zhao,c,A
521,move,8/10/2022 5:12,8/10/2022 5:15,4,SH,li,a,A
521,modify,8/10/2022 5:25,8/10/2022 5:28,4,SH,zhao,c,B
521,move,8/10/2022 5:39,8/10/2022 5:42,4,BJ,liu,a,A
522,create,8/9/2022 21:39,8/9/2022 21:41,3,SH,zhao,a,A
522,move,8/9/2022 21:46,8/9/2022 21:49,3,SH,liu,c,A
522,rename,8/9/2022 21:53,8/9/2022 21:54,3,SH,zhang,c,B
523,create,8/9/2022 22:34,8/9/2022 22:35,1,SH,zhao,c,A
523,rename,8/9/2022 22:39,8/9/2022 22:39,1,SH,liu,c,A
523,read,8/9/2022 22:52,8/9/2022 23:02,1,BJ,liu,b,A
523,write,8/9/2022 23:09,8/9/2022 23:13,1,BJ,zhao,a,A
523,copy,8/9/2022 23:17,8/9/2022 23:17,1,BJ,li,c,B
523,modify,8/9/2022 23:24,8/9/2022 23:27,1,SH,zhao,b,A
523,move,8/9/2022 23:36,8/9/2022 23:37,1,SH,wang,c,B
523,rename,8/9/2022 23:38,8/9/2022 23:38,1,BJ,zhang,a,B
523,write,8/9/2022 23:42,8/9/2022 23:45,1,BJ,liu,b,B
523,copy,8/9/2022 23:49,8/9/2022 23:50,1,SH,wang,b,B
523,write,8/9/2022 23:53,8/9/2022 23:56,1,SH,zhao,b,A
523,copy,8/10/2022 0:00,8/10/2022 0:01,1,BJ,wang,b,A
523,move,8/10/2022 0:09,8/10/2022 0:11,1,BJ,wang,a,A
523,read,8/10/2022 0:42,8/10/2022 1:07,1,BJ,li,b,B
523,modify,8/10/2022 1:09,8/10/2022 1:10,1,BJ,li,a,B
523,rename,8/10/2022 1:17,8/10/2022 1:18,1,SH,zhao,a,A
524,create,8/9/2022 23:54,8/9/2022 23:56,3,BJ,wang,a,B
524,move,8/9/2022 23:59,8/10/2022 0:02,3,BJ,zhang,b,A
524,read,8/10/2022 0:20,8/10/2022 0:39,3,SH,wang,c,A
524,delete,8/10/2022 0:40,8/10/2022 0:41,3,BJ,zhang,c,B
525,create,8/10/2022 0:40,8/10/2022 0:42,1,SH,zhao,a,A
525,modify,8/10/2022 0:42,8/10/2022 0:44,1,BJ,liu,b,A
525,copy,8/10/2022 0:51,8/10/2022 0:52,1,BJ,li,a,B
525,modify,8/10/2022 0:55,8/10/2022 0:56,1,BJ,wang,a,A
525,rename,8/10/2022 1:03,8/10/2022 1:03,1,SH,zhao,a,B
525,read,8/10/2022 1:26,8/10/2022 1:50,1,SH,li,a,B
525,write,8/10/2022 1:53,8/10/2022 1:57,1,BJ,zhang,a,A
525,copy,8/10/2022 2:03,8/10/2022 2:03,1,SH,zhang,c,B
525,read,8/10/2022 2:16,8/10/2022 2:24,1,BJ,wang,b,B
525,delete,8/10/2022 2:33,8/10/2022 2:33,1,SH,li,c,B
526,create,8/10/2022 1:05,8/10/2022 1:07,5,BJ,li,b,A
526,move,8/10/2022 1:13,8/10/2022 1:14,5,BJ,liu,c,A
526,read,8/10/2022 1:32,8/10/2022 1:41,5,SH,zhao,b,B
526,modify,8/10/2022 1:49,8/10/2022 1:52,5,BJ,wang,c,A
527,create,8/10/2022 1:41,8/10/2022 1:42,3,BJ,li,b,B
527,rename,8/10/2022 1:46,8/10/2022 1:46,3,SH,liu,c,A
528,create,8/10/2022 4:08,8/10/2022 4:10,1,BJ,zhao,a,B
528,modify,8/10/2022 4:18,8/10/2022 4:20,1,SH,li,a,A
528,move,8/10/2022 4:22,8/10/2022 4:23,1,BJ,zhao,a,B
528,modify,8/10/2022 4:29,8/10/2022 4:30,1,SH,zhang,b,A
528,copy,8/10/2022 4:37,8/10/2022 4:38,1,BJ,liu,b,A
528,rename,8/10/2022 4:40,8/10/2022 4:40,1,BJ,wang,c,B
529,create,8/10/2022 5:57,8/10/2022 6:00,4,SH,li,a,A
529,modify,8/10/2022 6:04,8/10/2022 6:06,4,SH,wang,b,B
529,rename,8/10/2022 6:07,8/10/2022 6:07,4,SH,wang,a,A
529,modify,8/10/2022 6:16,8/10/2022 6:18,4,SH,wang,b,A
529,write,8/10/2022 6:23,8/10/2022 6:27,4,BJ,li,c,B
529,move,8/10/2022 6:32,8/10/2022 6:34,4,SH,liu,a,B
529,read,8/10/2022 6:39,8/10/2022 6:54,4,SH,li,b,A
529,modify,8/10/2022 7:03,8/10/2022 7:06,4,BJ,wang,a,B
529,copy,8/10/2022 7:13,8/10/2022 7:13,4,SH,zhang,c,A
529,write,8/10/2022 7:15,8/10/2022 7:19,4,SH,zhao,a,A
529,read,8/10/2022 7:36,8/10/2022 8:00,4,SH,liu,a,A
529,delete,8/10/2022 8:09,8/10/2022 8:09,4,SH,liu,c,A
530,create,8/10/2022 5:47,8/10/2022 5:50,1,BJ,wang,c,A
530,copy,8/10/2022 5:56,8/10/2022 5:57,1,BJ,wang,a,B
530,modify,8/10/2022 6:02,8/10/2022 6:05,1,SH,zhang,c,B
530,copy,8/10/2022 6:10,8/10/2022 6:10,1,BJ,zhao,a,B
530,delete,8/10/2022 6:18,8/10/2022 6:19,1,BJ,wang,c,A
531,create,8/10/2022 5:30,8/10/2022 5:31,5,SH,zhao,c,A
531,move,8/10/2022 5:35,8/10/2022 5:37,5,SH,zhang,a,A
531,read,8/10/2022 5:47,8/10/2022 6:00,5,SH,liu,c,B
531,write,8/10/2022 6:05,8/10/2022 6:08,5,BJ,li,c,A
531,rename,8/10/2022 6:14,8/10/2022 6:14,5,SH,zhao,a,A
531,read,8/10/2022 6:32,8/10/2022 6:51,5,SH,li,a,B
531,move,8/10/2022 6:57,8/10/2022 6:59,5,BJ,zhang,b,A
531,modify,8/10/2022 7:04,8/10/2022 7:06,5,SH,zhang,a,A
531,read,8/10/2022 7:17,8/10/2022 7:35,5,BJ,liu,b,B
531,move,8/10/2022 7:37,8/10/2022 7:40,5,BJ,wang,b,B
531,rename,8/10/2022 7:43,8/10/2022 7:43,5,BJ,liu,c,B
531,read,8/10/2022 7:48,8/10/2022 8:10,5,BJ,wang,a,B
531,copy,8/10/2022 8:18,8/10/2022 8:19,5,SH,wang,a,A
531,read,8/10/2022 8:37,8/10/2022 8:57,5,BJ,zhao,b,A
531,modify,8/10/2022 9:01,8/10/2022 9:03,5,SH,wang,b,A
531,move,8/10/2022 9:04,8/10/2022 9:06,5,SH,zhao,b,A
531,rename,8/10/2022 9:12,8/10/2022 9:13,5,BJ,zhao,a,B
531,write,8/10/2022 9:14,8/10/2022 9:17,5,SH,liu,c,A
531,move,8/10/2022 9:20,8/10/2022 9:23,5,SH,liu,b,B
531,rename,8/10/2022 9:31,8/10/2022 9:31,5,SH,zhang,b,A
531,modify,8/10/2022 9:34,8/10/2022 9:38,5,BJ,zhao,a,A
531,read,8/10/2022 9:47,8/10/2022 9:58,5,SH,wang,b,A
531,copy,8/10/2022 10:04,8/10/2022 10:05,5,BJ,li,c,A
531,write,8/10/2022 10:09,8/10/2022 10:13,5,BJ,liu,c,A
531,rename,8/10/2022 10:15,8/10/2022 10:15,5,SH,zhang,a,A
531,read,8/10/2022 10:28,8/10/2022 10:48,5,SH,zhang,a,B
531,modify,8/10/2022 10:55,8/10/2022 10:58,5,SH,zhang,b,A
531,write,8/10/2022 11:08,8/10/2022 11:11,5,SH,liu,b,A
531,read,8/10/2022 11:25,8/10/2022 11:40,5,SH,zhang,c,A
531,copy,8/10/2022 11:41,8/10/2022 11:42,5,SH,zhang,a,A
531,delete,8/10/2022 11:43,8/10/2022 11:43,5,SH,zhang,c,A
532,create,8/10/2022 6:13,8/10/2022 6:15,3,BJ,wang,a,A
532,move,8/10/2022 6:19,8/10/2022 6:22,3,BJ,zhao,a,B
532,write,8/10/2022 6:23,8/10/2022 6:26,3,BJ,liu,b,B
532,modify,8/10/2022 6:33,8/10/2022 6:36,3,SH,wang,c,B
532,move,8/10/2022 6:38,8/10/2022 6:40,3,BJ,liu,b,A
532,read,8/10/2022 6:52,8/10/2022 7:16,3,SH,liu,c,B
533,create,8/10/2022 7:04,8/10/2022 7:05,1,SH,zhang,a,A
533,move,8/10/2022 7:11,8/10/2022 7:14,1,SH,zhang,b,A
533,read,8/10/2022 7:17,8/10/2022 7:36,1,SH,zhao,a,B
533,copy,8/10/2022 7:39,8/10/2022 7:40,1,BJ,liu,a,B
533,modify,8/10/2022 7:41,8/10/2022 7:44,1,SH,liu,b,A
533,rename,8/10/2022 7:48,8/10/2022 7:49,1,SH,zhang,a,B
533,read,8/10/2022 8:16,8/10/2022 8:37,1,BJ,li,c,A
533,copy,8/10/2022 8:42,8/10/2022 8:42,1,SH,wang,a,B
533,rename,8/10/2022 8:44,8/10/2022 8:45,1,BJ,wang,c,B
533,write,8/10/2022 8:56,8/10/2022 9:00,1,SH,zhang,b,B
533,rename,8/10/2022 9:01,8/10/2022 9:02,1,BJ,wang,a,A
533,read,8/10/2022 9:14,8/10/2022 9:35,1,SH,li,a,A
533,write,8/10/2022 9:35,8/10/2022 9:39,1,BJ,li,c,A
533,copy,8/10/2022 9:40,8/10/2022 9:41,1,SH,liu,c,A
533,write,8/10/2022 9:44,8/10/2022 9:48,1,SH,zhang,a,A
533,modify,8/10/2022 9:52,8/10/2022 9:55,1,BJ,wang,b,B
533,move,8/10/2022 10:01,8/10/2022 10:04,1,BJ,wang,a,B
533,write,8/10/2022 10:13,8/10/2022 10:16,1,BJ,zhao,c,A
533,copy,8/10/2022 10:20,8/10/2022 10:20,1,SH,li,a,A
533,read,8/10/2022 10:41,8/10/2022 11:04,1,SH,li,a,B
533,modify,8/10/2022 11:11,8/10/2022 11:13,1,BJ,wang,a,B
533,read,8/10/2022 11:33,8/10/2022 11:46,1,BJ,zhao,b,B
533,write,8/10/2022 11:51,8/10/2022 11:55,1,BJ,liu,c,B
533,copy,8/10/2022 11:58,8/10/2022 11:58,1,BJ,zhang,a,B
533,modify,8/10/2022 12:00,8/10/2022 12:02,1,SH,zhao,b,A
533,write,8/10/2022 12:12,8/10/2022 12:16,1,BJ,wang,b,A
533,modify,8/10/2022 12:19,8/10/2022 12:21,1,SH,wang,b,B
533,read,8/10/2022 12:35,8/10/2022 12:43,1,SH,li,a,B
533,delete,8/10/2022 12:51,8/10/2022 12:52,1,BJ,zhao,c,B
534,create,8/10/2022 9:05,8/10/2022 9:07,2,SH,li,c,A
534,modify,8/10/2022 9:10,8/10/2022 9:12,2,BJ,li,a,A
534,rename,8/10/2022 9:16,8/10/2022 9:17,2,BJ,zhang,c,B
534,write,8/10/2022 9:19,8/10/2022 9:22,2,BJ,zhao,b,A
534,read,8/10/2022 9:30,8/10/2022 9:51,2,BJ,zhao,c,A
534,modify,8/10/2022 9:56,8/10/2022 9:58,2,BJ,wang,c,B
534,copy,8/10/2022 10:00,8/10/2022 10:01,2,BJ,li,b,A
534,move,8/10/2022 10:08,8/10/2022 10:11,2,SH,liu,c,B
534,modify,8/10/2022 10:13,8/10/2022 10:17,2,SH,zhao,c,A
534,rename,8/10/2022 10:20,8/10/2022 10:20,2,SH,zhao,a,A
534,modify,8/10/2022 10:29,8/10/2022 10:32,2,BJ,li,b,A
534,copy,8/10/2022 10:34,8/10/2022 10:34,2,BJ,liu,c,A
534,write,8/10/2022 10:38,8/10/2022 10:41,2,SH,liu,c,A
534,copy,8/10/2022 10:48,8/10/2022 10:49,2,SH,wang,b,A
534,read,8/10/2022 10:57,8/10/2022 11:10,2,BJ,zhang,c,B
534,copy,8/10/2022 11:16,8/10/2022 11:17,2,BJ,liu,b,B
534,move,8/10/2022 11:21,8/10/2022 11:24,2,BJ,liu,c,B
534,modify,8/10/2022 11:34,8/10/2022 11:36,2,BJ,li,c,A
534,copy,8/10/2022 11:41,8/10/2022 11:42,2,BJ,zhang,a,A
534,move,8/10/2022 11:48,8/10/2022 11:50,2,SH,zhao,c,A
534,modify,8/10/2022 11:51,8/10/2022 11:53,2,BJ,zhang,c,B
534,read,8/10/2022 12:00,8/10/2022 12:11,2,SH,zhang,a,B
534,copy,8/10/2022 12:18,8/10/2022 12:19,2,BJ,zhang,a,A
534,write,8/10/2022 12:20,8/10/2022 12:24,2,BJ,zhao,b,A
534,read,8/10/2022 12:38,8/10/2022 12:57,2,BJ,li,c,B
534,copy,8/10/2022 13:04,8/10/2022 13:05,2,SH,li,c,A
534,rename,8/10/2022 13:07,8/10/2022 13:07,2,BJ,wang,b,B
534,write,8/10/2022 13:11,8/10/2022 13:14,2,BJ,zhao,b,B
534,rename,8/10/2022 13:22,8/10/2022 13:22,2,BJ,wang,c,B
534,modify,8/10/2022 13:24,8/10/2022 13:26,2,BJ,li,b,B
534,move,8/10/2022 13:32,8/10/2022 13:33,2,SH,zhang,c,B
534,read,8/10/2022 13:48,8/10/2022 14:00,2,SH,zhao,b,B
534,write,8/10/2022 14:05,8/10/2022 14:09,2,SH,wang,c,A
534,move,8/10/2022 14:15,8/10/2022 14:18,2,SH,zhang,c,B
534,read,8/10/2022 14:40,8/10/2022 15:02,2,BJ,li,c,B
534,write,8/10/2022 15:03,8/10/2022 15:07,2,BJ,zhao,a,A
534,modify,8/10/2022 15:15,8/10/2022 15:17,2,BJ,wang,c,A
534,move,8/10/2022 15:23,8/10/2022 15:25,2,SH,li,b,A
534,rename,8/10/2022 15:29,8/10/2022 15:30,2,SH,wang,c,A
534,read,8/10/2022 15:42,8/10/2022 15:58,2,BJ,wang,c,B
534,modify,8/10/2022 16:08,8/10/2022 16:10,2,BJ,zhang,c,A
534,move,8/10/2022 16:20,8/10/2022 16:22,2,SH,zhang,a,B
534,read,8/10/2022 16:43,8/10/2022 17:02,2,BJ,zhao,a,B
534,write,8/10/2022 17:10,8/10/2022 17:13,2,SH,wang,c,B
534,rename,8/10/2022 17:18,8/10/2022 17:18,2,BJ,liu,a,A
534,read,8/10/2022 17:38,8/10/2022 17:59,2,SH,zhang,a,A
534,modify,8/10/2022 18:00,8/10/2022 18:03,2,BJ,zhang,c,B
534,read,8/10/2022 18:23,8/10/2022 18:39,2,BJ,liu,a,A
534,write,8/10/2022 18:41,8/10/2022 18:45,2,BJ,li,c,B
534,read,8/10/2022 18:59,8/10/2022 19:13,2,SH,wang,a,B
534,delete,8/10/2022 19:17,8/10/2022 19:17,2,BJ,li,c,A
535,create,8/10/2022 10:32,8/10/2022 10:33,2,BJ,wang,b,A
535,copy,8/10/2022 10:34,8/10/2022 10:35,2,BJ,li,a,B
535,rename,8/10/2022 10:39,8/10/2022 10:39,2,SH,zhao,a,A
535,modify,8/10/2022 10:42,8/10/2022 10:45,2,SH,zhao,b,B
535,read,8/10/2022 11:10,8/10/2022 11:28,2,BJ,wang,b,B
535,move,8/10/2022 11:31,8/10/2022 11:33,2,SH,liu,c,B
535,read,8/10/2022 11:35,8/10/2022 11:53,2,SH,wang,c,A
535,move,8/10/2022 11:54,8/10/2022 11:56,2,BJ,zhang,a,A
535,modify,8/10/2022 12:01,8/10/2022 12:04,2,BJ,zhao,c,A
535,copy,8/10/2022 12:05,8/10/2022 12:06,2,SH,zhang,a,B
535,rename,8/10/2022 12:12,8/10/2022 12:12,2,SH,li,a,B
535,read,8/10/2022 12:15,8/10/2022 12:26,2,SH,li,a,B
535,move,8/10/2022 12:29,8/10/2022 12:32,2,BJ,zhao,b,B
535,modify,8/10/2022 12:37,8/10/2022 12:40,2,SH,zhao,c,B
535,rename,8/10/2022 12:47,8/10/2022 12:47,2,BJ,liu,a,A
535,read,8/10/2022 12:57,8/10/2022 13:06,2,BJ,zhao,c,B
535,copy,8/10/2022 13:06,8/10/2022 13:07,2,BJ,li,c,A
535,write,8/10/2022 13:11,8/10/2022 13:14,2,SH,zhang,c,B
535,read,8/10/2022 13:32,8/10/2022 13:44,2,BJ,liu,a,A
535,move,8/10/2022 13:51,8/10/2022 13:53,2,BJ,zhang,a,A
535,modify,8/10/2022 13:53,8/10/2022 13:56,2,BJ,li,b,B
535,copy,8/10/2022 14:05,8/10/2022 14:06,2,SH,li,c,B
535,read,8/10/2022 14:13,8/10/2022 14:36,2,SH,wang,a,B
536,create,8/10/2022 10:55,8/10/2022 10:57,4,SH,liu,c,A
536,write,8/10/2022 11:04,8/10/2022 11:07,4,BJ,zhang,c,B
536,read,8/10/2022 11:15,8/10/2022 11:35,4,BJ,zhao,c,B
536,write,8/10/2022 11:37,8/10/2022 11:41,4,SH,zhao,a,A
536,modify,8/10/2022 11:50,8/10/2022 11:53,4,BJ,li,c,A
536,write,8/10/2022 11:59,8/10/2022 12:02,4,BJ,zhang,b,A
536,rename,8/10/2022 12:05,8/10/2022 12:05,4,SH,zhang,c,B
536,read,8/10/2022 12:13,8/10/2022 12:24,4,BJ,zhao,a,B
536,copy,8/10/2022 12:28,8/10/2022 12:29,4,SH,zhang,b,A
536,read,8/10/2022 12:29,8/10/2022 12:45,4,BJ,zhang,c,A
536,move,8/10/2022 12:51,8/10/2022 12:54,4,BJ,zhao,c,B
536,read,8/10/2022 13:04,8/10/2022 13:14,4,BJ,zhang,b,B
536,copy,8/10/2022 13:18,8/10/2022 13:19,4,BJ,li,a,B
536,modify,8/10/2022 13:28,8/10/2022 13:30,4,BJ,liu,c,B
536,read,8/10/2022 13:32,8/10/2022 13:47,4,SH,zhao,a,A
536,copy,8/10/2022 13:56,8/10/2022 13:56,4,SH,liu,a,A
536,delete,8/10/2022 14:03,8/10/2022 14:03,4,SH,zhang,a,A
537,create,8/10/2022 10:57,8/10/2022 10:59,3,BJ,li,a,A
537,read,8/10/2022 10:59,8/10/2022 11:24,3,BJ,zhao,b,B
537,delete,8/10/2022 11:25,8/10/2022 11:25,3,BJ,liu,b,B
538,create,8/10/2022 11:52,8/10/2022 11:54,3,SH,wang,a,A
538,write,8/10/2022 11:58,8/10/2022 12:01,3,BJ,zhao,a,A
538,copy,8/10/2022 12:08,8/10/2022 12:08,3,BJ,zhang,c,A
538,modify,8/10/2022 12:18,8/10/2022 12:21,3,BJ,zhao,b,B
538,rename,8/10/2022 12:21,8/10/2022 12:21,3,BJ,li,a,B
538,read,8/10/2022 12:39,8/10/2022 12:50,3,BJ,zhang,a,A
538,delete,8/10/2022 12:52,8/10/2022 12:52,3,SH,li,b,B
539,create,8/10/2022 13:09,8/10/2022 13:11,3,SH,liu,c,A
539,copy,8/10/2022 13:16,8/10/2022 13:17,3,BJ,li,a,A
539,rename,8/10/2022 13:18,8/10/2022 13:18,3,BJ,liu,c,A
539,read,8/10/2022 13:29,8/10/2022 13:53,3,BJ,li,c,B
539,write,8/10/2022 14:04,8/10/2022 14:07,3,SH,zhao,b,B
539,copy,8/10/2022 14:12,8/10/2022 14:12,3,BJ,zhao,b,A
539,delete,8/10/2022 14:14,8/10/2022 14:14,3,BJ,li,b,B
540,create,8/10/2022 13:50,8/10/2022 13:50,1,SH,zhao,b,B
540,read,8/10/2022 14:12,8/10/2022 14:26,1,SH,liu,a,A
540,modify,8/10/2022 14:26,8/10/2022 14:29,1,SH,zhao,c,A
540,move,8/10/2022 14:37,8/10/2022 14:38,1,BJ,liu,b,A
540,write,8/10/2022 14:47,8/10/2022 14:50,1,BJ,li,b,A
540,read,8/10/2022 15:14,8/10/2022 15:35,1,SH,li,b,A
540,modify,8/10/2022 15:39,8/10/2022 15:42,1,SH,li,c,B
540,copy,8/10/2022 15:44,8/10/2022 15:44,1,SH,zhang,a,B
540,move,8/10/2022 15:47,8/10/2022 15:51,1,SH,zhao,a,A
540,write,8/10/2022 15:59,8/10/2022 16:02,1,BJ,liu,c,A
540,copy,8/10/2022 16:03,8/10/2022 16:03,1,BJ,li,c,A
540,delete,8/10/2022 16:07,8/10/2022 16:07,1,BJ,zhang,a,A
541,create,8/10/2022 16:08,8/10/2022 16:10,3,BJ,liu,b,A
541,read,8/10/2022 16:29,8/10/2022 16:45,3,SH,li,c,B
541,delete,8/10/2022 16:52,8/10/2022 16:52,3,BJ,li,c,B
542,create,8/10/2022 16:43,8/10/2022 16:44,4,BJ,zhao,a,B
542,rename,8/10/2022 16:50,8/10/2022 16:50,4,BJ,zhang,a,B
542,write,8/10/2022 16:52,8/10/2022 16:55,4,SH,liu,c,A
542,read,8/10/2022 16:58,8/10/2022 17:20,4,SH,wang,b,B
542,modify,8/10/2022 17:27,8/10/2022 17:29,4,BJ,li,a,A
542,write,8/10/2022 17:33,8/10/2022 17:36,4,BJ,li,a,A
542,read,8/10/2022 17:50,8/10/2022 18:00,4,BJ,zhao,c,B
542,delete,8/10/2022 18:07,8/10/2022 18:07,4,BJ,li,a,B
543,create,8/10/2022 17:30,8/10/2022 17:31,5,BJ,zhang,b,B
543,read,8/10/2022 17:46,8/10/2022 18:01,5,BJ,zhao,a,A
543,move,8/10/2022 18:09,8/10/2022 18:11,5,BJ,zhao,c,B
543,modify,8/10/2022 18:13,8/10/2022 18:17,5,BJ,wang,b,A
543,move,8/10/2022 18:20,8/10/2022 18:21,5,SH,wang,c,B
543,read,8/10/2022 18:34,8/10/2022 18:49,5,BJ,zhang,b,B
543,move,8/10/2022 18:53,8/10/2022 18:55,5,BJ,wang,c,B
543,write,8/10/2022 19:01,8/10/2022 19:05,5,SH,liu,b,B
543,move,8/10/2022 19:08,8/10/2022 19:09,5,SH,zhang,a,B
543,write,8/10/2022 19:19,8/10/2022 19:23,5,BJ,zhao,a,B
543,copy,8/10/2022 19:26,8/10/2022 19:27,5,SH,zhao,a,A
543,delete,8/10/2022 19:28,8/10/2022 19:28,5,BJ,zhao,a,A
544,create,8/10/2022 18:31,8/10/2022 18:32,1,BJ,wang,c,B
544,copy,8/10/2022 18:33,8/10/2022 18:34,1,BJ,wang,b,B
544,delete,8/10/2022 18:36,8/10/2022 18:36,1,SH,wang,b,B
545,create,8/10/2022 19:16,8/10/2022 19:17,5,BJ,zhang,c,A
545,write,8/10/2022 19:21,8/10/2022 19:24,5,SH,li,c,B
545,read,8/10/2022 19:27,8/10/2022 19:36,5,BJ,zhao,a,A
545,delete,8/10/2022 19:43,8/10/2022 19:43,5,BJ,zhao,a,B
546,create,8/10/2022 20:44,8/10/2022 20:46,3,SH,li,c,B
546,read,8/10/2022 20:47,8/10/2022 21:00,3,BJ,li,c,B
546,copy,8/10/2022 21:07,8/10/2022 21:07,3,SH,li,b,A
546,rename,8/10/2022 21:11,8/10/2022 21:11,3,BJ,wang,b,A
546,modify,8/10/2022 21:22,8/10/2022 21:25,3,BJ,zhang,a,A
546,copy,8/10/2022 21:29,8/10/2022 21:29,3,SH,zhang,b,A
